Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.999296792,-3.880979462,-6.741231537,13.3772319,15.47438327
5.009329792,-4.035757599,-6.69288208,13.38456665,15.49931077
5.019362792,-4.212989044,-6.834786987,13.34160599,15.57119264
5.029395792,-4.352648621,-6.93507843,13.18802536,15.52304338
5.039428792,-4.503385162,-6.999743958,12.94852341,15.3928929
5.049460792,-4.575235748,-7.049590302,12.60214371,15.14739356
5.059493792,-4.520599365,-6.983427887,12.17193832,14.74313963
5.069526792,-4.367767181,-6.811136169,11.66030228,14.19266061
5.079559792,-4.092789001,-6.503076782,11.05451202,13.46265819
5.089592792,-3.751498718,-6.126010895,10.41593994,12.65280826
5.099625792,-3.433260498,-5.679489441,9.792935486,11.82985475
5.109658792,-3.076851654,-5.204976196,9.10212204,10.92737017
5.119691792,-2.656825104,-4.723128204,8.400680695,9.996904311
5.129724542,-2.336191864,-4.326453094,7.73666153,9.166892627
5.139757542,-2.054926758,-4.013603668,7.050638123,8.369183731
5.149790542,-1.73294632,-3.761378174,6.310876465,7.548392575
5.159823542,-1.508113861,-3.522474976,5.549409943,6.743751781
5.169856542,-1.35842514,-3.262615356,4.818629608,5.975714947
5.179889542,-1.196761322,-2.950364685,4.167034607,5.24414596
5.189921542,-1.074914703,-2.620151367,3.582350464,4.566603733
5.199954542,-1.017134857,-2.312840424,3.107088776,4.004721564
5.209987542,-0.977467346,-2.056423645,2.75786499,3.576330511
5.220020542,-0.967887268,-1.902693329,2.518512726,3.30150784
5.230053542,-1.074465637,-1.821112976,2.380799103,3.184200566
5.240086542,-1.313817902,-1.667682037,2.358794861,3.173514464
5.250119542,-1.564995575,-1.506167908,2.360441437,3.207715183
5.260152542,-1.719773712,-1.476230164,2.225422211,3.176378619
5.270184542,-1.817221069,-1.479373627,2.163900146,3.189561504
5.280217542,-1.930086365,-1.51410141,2.256856842,3.333337556
5.290250542,-2.023641815,-1.614392853,2.258054352,3.435141909
5.300283542,-2.291285248,-1.695374451,2.546654205,3.822267685
5.310316542,-2.773282928,-1.692530365,3.058439941,4.46204125
5.320349542,-3.573069763,-1.478924561,3.603755951,5.285934387
5.330382542,-4.591102753,-0.999471588,4.012106781,6.178524805
5.340414542,-5.683680725,-0.457598419,4.136498108,7.044447423
5.350447542,-6.827901306,0.090861053,4.346212006,8.094322132
5.360480542,-8.028853912,0.65878006,4.809199219,9.382157718
5.370513542,-9.288035431,1.427281952,5.456453247,10.86635256
5.380546542,-10.37432648,2.443668365,5.885760498,12.17539903
5.390579542,-11.08025848,3.538491669,6.121370544,13.1439807
5.400611542,-11.3215567,4.414320374,6.458469543,13.76138435
5.410644542,-11.12875763,4.942721558,6.892866211,13.99254614
5.420677542,-10.69525909,4.953948212,7.401807861,13.91822293
5.430710542,-10.1656604,4.643643494,7.980953522,13.73316043
5.440743542,-9.562564545,4.22167099,8.440647583,13.43538902
5.450776542,-9.008267212,3.895349579,8.770860901,13.16247042
5.460809542,-8.814869385,3.728446655,8.822353821,13.01680313
5.470842542,-8.681646423,3.892505493,8.563092957,12.80035721
5.480874542,-8.203091583,4.156406708,8.224197693,12.33709269
5.490907542,-7.733817444,4.262236633,8.090675354,11.97654462
5.500940542,-7.447911987,4.196822662,8.273744659,11.89704014
5.510973542,-7.107819214,4.139042816,8.406069489,11.76073015
5.521006542,-6.717131653,4.033212891,8.43870163,11.51513565
5.531039542,-6.41446106,3.748055878,8.577463074,11.34751543
5.541071542,-6.204447784,3.240162048,8.759035492,11.21224889
5.551104542,-6.269712067,2.735860748,8.869655457,11.20111652
5.561137542,-6.622528381,2.542462921,8.876690826,11.36299432
5.571170542,-7.072342987,2.593955841,8.893306274,11.65493624
5.581203542,-7.689958649,2.635569305,9.145980835,12.23644781
5.591236542,-8.429420929,2.642454987,9.561816101,13.01791199
5.601269542,-9.062155151,2.75442215,9.903256073,13.70342943
5.611302542,-9.479038239,2.866389313,10.07240433,14.12521443
5.621334542,-9.793983307,2.87492157,10.08003845,14.34553792
5.631367542,-9.901160431,2.934198303,9.62977478,14.12002337
5.641400542,-9.641899567,2.958298187,9.050778809,13.55117532
5.651433542,-9.257199554,2.718347168,8.654552765,12.96095824
5.661466542,-8.798553314,2.19862793,8.352630615,12.32943403
5.671499542,-8.296796722,1.623074799,8.004754028,11.64247803
5.681531542,-7.79399231,1.088087311,7.592361603,10.93499908
5.691564542,-7.410938873,0.610131226,7.216792603,10.36225702
5.701597542,-7.203619995,0.30192215,6.887327728,9.970886683
5.711630542,-7.110214233,0.182320862,6.617738342,9.715083536
5.721663542,-7.259004822,0.303269348,6.599626007,9.815303701
5.731696542,-7.584877167,0.702788544,6.858138428,10.24979688
5.741729542,-7.759414215,1.216370544,7.024143219,10.53691863
5.751761542,-7.825876007,1.606309662,7.244335327,10.78447775
5.761794542,-7.754923553,1.869163055,7.56930954,10.9966839
5.771827542,-7.507637787,2.041305084,7.845634918,11.0492325
5.781860542,-7.119944,2.013912048,8.028704224,10.91831195
5.791893542,-6.715485077,1.875150604,8.101003876,10.68832042
5.801926542,-6.32075592,1.67905838,8.078999634,10.39429784
5.811959542,-5.969436493,1.416055298,7.964188385,10.05324233
5.821991542,-5.566025391,1.19346817,7.71675293,9.589227326
5.832024542,-5.091661835,1.050365753,7.418722687,9.059014006
5.842057542,-4.682263184,0.944086762,7.178322601,8.622250501
5.852090542,-4.355941772,0.866398315,6.984775085,8.277195042
5.862123542,-4.083807678,0.821042633,6.827751617,7.998111546
5.872156542,-3.823049927,0.756227417,6.679260406,7.733053099
5.882188542,-3.615281982,0.708776093,6.58286087,7.543651941
5.892221542,-3.480113068,0.654588776,6.521787872,7.421144823
5.902254542,-3.380270691,0.625698853,6.510561218,7.36241376
5.912287542,-3.334316254,0.641416168,6.5665448,7.392468477
5.922320542,-3.359613647,0.640518036,6.669979706,7.495725214
5.932353542,-3.450175323,0.635428619,6.795568542,7.647694496
5.942386542,-3.584895172,0.649499359,6.960525513,7.856350185
5.952418542,-3.79460907,0.735420685,7.158264313,8.135149018
5.962451542,-4.023333435,0.847986603,7.333849182,8.407831887
5.972484542,-4.239483948,0.993184662,7.547155609,8.713162325
5.982517542,-4.370012512,1.137783966,7.685617676,8.914049628
5.992550542,-4.442910919,1.234632568,7.773035889,9.037912477
6.002583542,-4.49784668,1.44269989,7.873626709,9.18183017
6.012616542,-4.464316406,1.6907341,7.837851105,9.177178908
6.022648542,-4.458328857,1.806742859,7.827223206,9.187297702
6.032681542,-4.477189636,1.791025543,7.90625885,9.260773647
6.042714542,-4.519102478,1.689237213,8.015830994,9.355712484
6.052747542,-4.535568237,1.487756195,8.079299011,9.384022072
6.062780542,-4.590354309,1.324146423,8.082143097,9.388596992
6.072813542,-4.710254974,1.387165375,8.011789398,9.396781314
6.082846542,-4.769980774,1.377585297,8.054001617,9.461363532
6.092878542,-4.901557159,1.410067749,8.388555908,9.817404131
6.102911542,-4.964875488,1.586101685,8.57207428,10.03225621
6.112944542,-5.101391602,1.696422272,8.757538605,10.27601709
6.122977542,-5.288352814,1.63699585,9.084907837,10.63870205
6.133010667,-5.388644257,1.537303162,9.338031464,10.89034524
6.143043667,-5.4583992,1.6217276,9.367071075,10.96203187
6.153075667,-5.658682709,1.897454224,9.412576447,11.14529577
6.163108667,-5.924230499,2.110161896,9.481133881,11.37722242
6.173141667,-6.199957123,2.086960144,9.604926453,11.62107926
6.183174667,-6.494993591,1.894610138,9.971364441,12.05000407
6.193207667,-6.700665894,1.723366241,10.32612671,12.4297147
6.203240667,-6.941365356,1.868414612,10.48913773,12.71595598
6.213273667,-7.342680817,2.438279572,10.51712952,13.05642302
6.223305667,-7.819439392,3.18612442,10.3222348,13.33579966
6.233338667,-8.409961395,3.924239502,10.28062134,13.8498477
6.243371667,-8.963809662,4.511019287,10.32058823,14.39491994
6.253404667,-9.259594574,4.927303619,10.22433838,14.6477134
6.263437667,-9.288484497,5.1518367,10.02031265,14.60219269
6.273470667,-9.17816391,5.198988647,9.75147171,14.3652141
6.283502667,-8.869356079,5.018913116,9.396110687,13.86152453
6.293535667,-8.397986298,4.748575287,9.067843323,13.24012551
6.303568667,-7.86644165,4.54694458,8.910370789,12.72597017
6.313601667,-7.099436646,4.370910645,9.137598267,12.36942046
6.323634667,-6.112239532,4.272116089,9.65911377,12.20282454
6.333667667,-5.158722382,4.303700409,10.04426285,12.08393437
6.343700667,-4.529431,4.4896138,10.49946625,12.2845907
6.353732667,-4.244573364,4.742288361,11.01080292,12.71784112
6.363765667,-4.186045074,4.797224121,11.21258331,12.89412103
6.373798667,-4.197870483,4.665498047,11.10301117,12.75405213
6.383831667,-4.14098877,4.491110687,10.48374893,12.13370738
6.393864667,-3.878285065,4.268822937,9.66375412,11.25398098
6.403897667,-3.607797546,4.097279663,8.699908447,10.27094498
6.413930667,-3.467239838,3.897295532,7.99517395,9.546385235
6.423962667,-3.282673645,3.738775177,7.526648254,9.022461972
6.433995667,-3.285667419,3.868555298,7.040159912,8.679008127
6.444028667,-3.666026459,4.049229584,6.828949127,8.744744502
6.454061667,-4.074077911,4.159101105,6.573879547,8.781350985
6.464094667,-4.439468079,4.223467255,5.90192688,8.507602093
6.474127667,-4.833748169,4.201612701,5.558690643,8.48043114
6.484160667,-5.063071289,4.011508026,5.182223511,8.281444804
6.494192667,-4.777315521,3.646117859,4.793332214,7.687194075
6.504225667,-4.162094879,3.221450958,4.339026947,6.821138828
6.514258667,-3.724554749,3.001109161,4.14443161,6.328923893
6.524291667,-3.902534637,2.875071259,4.135599976,6.37173434
6.534324667,-4.375401306,2.837948456,4.387077026,6.815022587
6.544357667,-4.874313812,3.090623016,4.644691315,7.408376555
6.554390667,-5.380112,3.234773254,4.510270844,7.729935719
6.564422667,-4.343966675,2.811902618,6.826853485,8.566374456
6.574455667,-5.226082306,3.459156647,6.839726715,9.276829335
6.584488667,-3.775748291,3.176544342,5.964646454,7.741041043
6.594521667,0.150137787,3.352129211,4.19472702,5.371689341
6.604554667,-5.252427521,4.993765411,-1.332828369,7.368997171
6.614587667,-6.337521057,1.537003784,9.228309631,11.29992267
6.624619667,-4.85350708,-0.924627228,8.915011139,10.19258996
6.634652667,-4.264631653,-0.346679077,6.577322388,7.846555888
6.644685667,-3.231330414,1.104104004,6.94450882,7.738652637
6.654718667,-3.373235321,2.507136383,5.308111725,6.770561237
6.664751667,-5.726940765,4.02977005,5.131179657,8.681353688
6.674784667,-7.698939972,5.131628723,6.817273407,11.49271538
6.684817667,-7.286996613,5.614674225,6.505322113,11.26694733
6.694849667,-6.089037781,5.745651855,5.843997345,10.20985805
6.704882667,-4.788542175,5.593568115,5.202730865,9.015905328
6.714915667,-2.856060791,5.14959137,5.313650208,7.931598391
6.724948667,0.096100159,4.774471436,7.508984985,8.898857693
6.734981667,-0.671054535,4.699776764,8.44094696,9.684410225
6.745014667,-2.572101288,4.695286102,9.181906128,10.62867898
6.755047667,-3.439397736,5.001848602,10.55664734,12.17746892
6.765079667,-4.041745148,5.321434021,10.53494247,12.47551108
6.775112667,-3.624113617,5.521867218,10.24754013,12.19168962
6.785145667,-3.089425507,5.958509216,9.714648285,11.80774209
6.795178667,-2.787952423,5.939947815,9.148974609,11.2587475
6.805211667,-2.31328949,5.450765076,9.255103912,10.98722424
6.815244667,-1.798959045,5.077142029,9.734856262,11.12569329
6.825276667,-1.398392029,4.852459259,10.55021072,11.69652972
6.835309667,-0.980311432,4.699627075,11.54429352,12.50272842
6.845342667,-0.965941315,4.46386734,12.22432938,13.04965068
6.855375667,-1.192570038,4.311933289,12.89433609,13.64840266
6.865408667,-1.343156891,4.001927948,12.75572433,13.43607089
6.875441667,-1.02970871,3.607498169,12.03108124,12.60243067
6.885474667,-0.484692078,3.462150421,11.40403519,11.92784266
6.895506667,-0.12753479,3.495381317,10.90721832,11.45431653
6.905539667,0.298928375,3.489543457,10.54377411,11.11024051
6.915572667,0.641565857,3.385659485,10.22164398,10.78685786
6.925605667,0.859063568,2.970422974,10.2652034,10.72081171
6.935638667,1.018781433,2.71220993,10.01851639,10.4290301
6.945671667,0.889600067,2.761607208,9.618248749,10.0463213
6.955703667,0.352067871,2.950514374,8.971593475,9.450871724
6.965736667,-0.117954712,3.172951813,8.48196167,9.056777037
6.975769667,-0.318088532,3.139421539,8.224796448,8.809337349
6.985802667,-0.607885895,2.914888458,8.053103485,8.585952232
6.995835667,-0.86819458,2.681673431,7.70028717,8.199972971
7.005868667,-1.084195404,2.629581757,7.367379456,7.897370444
7.015901667,-1.334175568,2.704875183,7.269483032,7.870308619
7.025933667,-1.313368835,2.706970825,7.310497742,7.905441542
7.035966667,-1.142424316,2.603236542,7.285649414,7.820656059
7.045999667,-1.019230499,2.590662689,7.326364746,7.837473086
7.056032667,-0.913550263,2.615211639,7.367678833,7.871251323
7.066065667,-0.785267029,2.708467712,7.379354553,7.899830079
7.076098667,-0.598754883,2.837948456,7.421566772,7.968193786
7.086130667,-0.451311493,2.911894684,7.564818878,8.118454125
7.096163667,-0.376018066,2.908002777,7.773335266,8.307984768
7.106196667,-0.235610046,2.828967133,7.811356201,8.311188413
7.116229667,-0.054037628,2.703378296,7.864046631,8.315912679
7.126262042,0.104033661,2.638263702,8.037535858,8.460096987
7.136295042,0.224233704,2.600691833,8.144413605,8.552505582
7.146328042,0.360749817,2.730172577,8.187224579,8.63797598
7.156360042,0.421822815,3.112926636,8.184979248,8.76710511
7.166393042,0.40835083,3.528911591,8.142916718,8.884090279
7.176426042,0.38844223,3.699107666,7.947123871,8.774455123
7.186459042,0.38963974,3.788621521,7.711364136,8.60061678
7.196492042,0.325872345,3.754193115,7.361541595,8.269972998
7.206525042,0.202528839,3.664080505,7.106322327,7.997894779
7.216557042,-0.021255798,3.650159454,7.056176605,7.944415909
7.226590042,-0.159717865,3.655099182,7.141499176,8.024105577
7.236623042,-0.219593353,3.644171906,7.338040466,8.196038555
7.246656042,-0.490080872,3.68458786,7.429799652,8.307724708
7.256689042,-0.673449554,3.875141602,7.629334717,8.583531031
7.266722042,-0.439486084,4.019142151,8.192463684,9.135814844
7.276754042,-0.378413086,3.983965302,8.6328479,9.515316015
7.286787042,-0.20597168,3.985761566,8.860524445,9.717901678
7.296820042,0.028889923,4.082909546,8.739126892,9.645896735
7.306853042,-0.185164948,3.986659698,8.531508636,9.418831203
7.316886042,-0.290545807,3.868106232,8.535101166,9.375212776
7.326919042,-0.549207916,3.798351288,8.716374207,9.523879522
7.336951042,-0.697100372,3.771706696,8.85169281,9.646978072
7.346984042,-0.715512085,3.951183472,9.040749664,9.892368921
7.357017042,-0.923429718,4.175267487,9.346114655,10.2779103
7.367050042,-1.374591522,4.342769165,9.654174042,10.67484062
7.377083042,-1.716630249,4.500690765,9.80176712,10.92143193
7.387116042,-1.806742859,4.495002594,9.897118835,11.01918007
7.397149042,-1.902693329,4.324357452,9.820178833,10.89753282
7.407181042,-1.807640991,4.145479431,9.892927551,10.87761836
7.417214042,-1.998643799,4.103416901,9.581425323,10.61302589
7.427247042,-2.115101624,4.113595734,9.179960175,10.2794452
7.437280042,-2.197729797,4.260140991,8.685089264,9.920160939
7.447313042,-1.906585236,4.284689941,8.432265015,9.648664593
7.457346042,-1.894460449,4.216282196,8.421487427,9.606636583
7.467378042,-1.990410919,4.16553772,8.397387543,9.582774007
7.477411042,-1.927990723,3.93037674,8.199798431,9.295251683
7.487444042,-1.979633331,3.911366272,7.955805817,9.083643566
7.497477042,-1.888622589,4.031416626,7.829618225,9.006782824
7.507510042,-1.836381226,3.839216309,7.877518616,8.953612534
7.517543042,-1.695374451,3.765719147,8.452472992,9.407403196
7.527575042,-1.638193359,3.936513977,9.082812195,10.03380771
7.537608042,-1.756148071,4.156855774,9.680668945,10.68077044
7.547641042,-1.348096619,4.126319275,9.85565506,10.76929951
7.557674042,-1.327738953,3.985911255,9.466614075,10.35698611
7.567707042,-1.120569763,3.693419495,9.315129089,10.08308753
7.577740042,-0.811612244,3.119812317,9.315278778,9.857299937
7.587772042,-0.908460846,2.491269379,9.130862274,9.508121271
7.597805042,-0.980760498,2.168839874,9.413175201,9.709460589
7.607838042,-1.090781708,2.19743042,9.968520355,10.26595847
7.617871042,-1.52457962,2.448159027,10.97697327,11.3495272
7.627904042,-2.340383148,2.847678223,12.2704335,12.81211157
7.637937042,-3.163671112,2.972668304,12.90496399,13.61556709
7.647969042,-3.298989716,2.743644562,13.23727295,13.91532658
7.658002042,-3.5301091,2.434088287,13.2883168,13.96301613
7.668035042,-3.437900848,2.283501434,12.9618457,13.60305058
7.678068042,-3.273392944,2.176174622,12.44272522,13.04884088
7.688101042,-3.156785431,2.117945709,11.58545792,12.19318758
7.698133042,-3.03987854,2.063758392,10.83207458,11.43826036
7.708166042,-2.835403748,2.102976837,10.25247986,10.84321766
7.718199042,-2.640958099,2.140399017,9.79592926,10.36900177
7.728232042,-2.301913147,2.015259247,9.313781891,9.803397731
7.738265042,-1.970951385,1.91077652,8.74286911,9.163704303
7.748298042,-1.529818726,2.000739441,8.363857269,8.734838983
7.758331042,-1.083596649,1.802850952,8.239615631,8.503864945
7.768363042,-1.031804352,1.536255341,8.128696289,8.336690234
7.778396042,-0.849184113,1.506167908,8.318800964,8.496593724
7.788429042,-0.668210449,1.540596313,8.413703613,8.579647469
7.798462042,-1.131796417,1.609453125,8.485105133,8.710241765
7.808495042,-1.148561554,1.679357758,8.935817871,9.164511834
7.818527042,-1.344803467,1.658551025,9.166937256,9.412333745
7.828560042,-1.69193161,1.638941803,9.462273102,9.751070457
7.838593042,-1.457818451,1.899849243,9.550439758,9.846093711
7.848626042,-1.306034088,1.932032318,9.253457336,9.542795534
7.858659042,-1.383123779,1.656305695,9.017098846,9.271701653
7.868692042,-1.547332306,1.657054138,8.894204407,9.17861306
7.878724042,-1.986968079,1.7796492,8.860075378,9.252898418
7.888757042,-2.590812378,2.121837616,8.907975769,9.516645204
7.898790042,-2.993924103,2.547702026,8.699309692,9.546326847
7.908823042,-3.22474411,2.878963165,8.296347656,9.355040776
7.918856042,-3.328179016,2.986289978,7.906857605,9.083672197
7.928889042,-3.255879364,2.934946747,7.752079468,8.905582458
7.938921042,-3.296445007,2.953358459,7.62080246,8.812803527
7.948954042,-3.459306335,3.19196228,7.459438019,8.820353682
7.958987042,-3.550317078,3.384162598,7.294181671,8.789902963
7.969020042,-3.565884705,3.359014893,7.333998871,8.819640254
7.979053042,-3.491040344,3.335813141,7.528145142,8.943600017
7.989086042,-3.560495911,3.40377182,7.764952698,9.195503474
7.999118042,-3.683090973,3.609893188,8.223449249,9.706781418
8.009151042,-3.578308868,3.520079956,8.423882446,9.805970259
8.019184042,-3.460354156,3.283871155,8.49827774,9.745695727
8.029217042,-3.434458008,3.02940033,8.142767029,9.342238653
8.039250042,-2.661166077,3.335364075,7.685617676,8.790630094
8.049282042,-2.583777008,3.465593262,7.509883118,8.665136163
8.059315042,-2.571053467,3.448079681,8.027506714,9.107163854
8.069348042,-2.226919098,3.806135101,8.103548584,9.22568874
8.079381042,-1.922601929,3.847000122,8.198900299,9.258389397
8.089414042,-1.761985931,3.648512878,8.02211792,8.987247441
8.099447042,-1.568139038,3.464545441,7.793842621,8.672146098
8.109479042,-1.59717865,3.48565155,7.738308105,8.636096265
8.119512042,-1.667532349,3.716770935,7.59146347,8.615414554
8.129545583,-1.659598846,3.931574249,7.531288605,8.656318643
8.139578583,-1.701062622,4.02393219,7.677684174,8.833599413
8.149611583,-1.844913483,4.12572052,7.802973633,9.017298547
8.159643583,-2.053579559,4.203558655,7.945177917,9.220246554
8.169676583,-2.304008789,4.295617218,8.304430847,9.629348653
8.179709583,-2.484533386,4.365970917,8.761729889,10.09962964
8.189742583,-2.508782959,4.257596283,9.031319275,10.29494273
8.199775583,-2.45953537,4.005370789,9.098978577,10.24127534
8.209808583,-2.299967194,3.90927063,9.080866241,10.15058509
8.219840583,-2.1260289,3.873045959,9.190438385,10.19728599
8.229873583,-2.448458405,4.51296524,9.186546478,10.52399354
8.239906583,-2.296224976,4.679269409,9.060957642,10.45318921
8.249939583,-2.493365021,4.231999512,9.244625702,10.46851438
8.259972583,-1.911524963,4.382885742,8.995094604,10.18701831
8.270004583,-1.730700989,4.162394257,9.138197021,10.18957785
8.280037583,-1.52113678,3.880530396,9.102571106,10.01145214
8.290070583,-1.174158325,3.682641907,8.909772034,9.712082005
8.300103583,-0.889749756,3.678899689,8.914262695,9.684525644
8.310136583,-1.025966492,3.799848175,9.025780792,9.846632536
8.320169583,-1.375040588,3.908971252,9.375753021,10.25063596
8.330201583,-1.621577911,3.933220825,9.496701508,10.40610785
8.340234583,-1.821412354,3.950135651,9.315428467,10.28096893
8.350267583,-2.121837616,4.31522644,9.277706909,10.44984304
8.360300583,-2.520758057,4.56101532,10.07958939,11.34703504
8.370333583,-3.285667419,4.911586304,10.47536636,12.02716055
8.380365583,-2.803370361,5.043761444,9.106612701,10.78094661
8.390398583,-3.084036713,4.614154816,9.3547966,10.87722053
8.400431583,-2.680326233,4.527185669,9.740694122,11.07071275
8.410464583,-2.31792984,4.435426483,9.961934052,11.14836028
8.420497583,-2.343526611,4.542453918,9.770332489,11.02657705
8.430530583,-2.016307068,4.382736053,10.38480469,11.45067849
8.440562583,-1.952539673,4.041745148,10.37282959,11.30237624
8.450595583,-1.739832001,3.813020782,10.20023849,11.02773813
8.460628583,-1.609602814,3.672612762,10.60799057,11.34056302
8.470661583,-1.624721375,3.376678162,11.06154739,11.67901989
8.480694583,-1.551373901,3.106490021,11.22171432,11.74665542
8.490726583,-1.567839661,2.81519577,11.2206665,11.67419399
8.500759583,-1.795067139,2.664459229,11.53710846,11.97607952
8.510792583,-2.117346954,2.545007629,11.98976715,12.43843794
8.520825583,-2.434088287,2.323019257,12.29453339,12.74663702
8.530858583,-2.63616806,2.136357422,12.50439697,12.9565948
8.540891583,-2.70053421,1.918410645,12.3593486,12.79557276
8.550923583,-2.64559845,1.721420288,11.83603683,12.24966313
8.560956583,-2.538271637,1.626966705,11.09073669,11.49322774
8.570989583,-2.486179962,1.740430756,10.18347336,10.62606793
8.581022583,-2.522554321,2.022294617,9.345964966,9.88938911
8.591055583,-2.609074402,2.301164703,8.717871094,9.386368021
8.601088583,-2.631976776,2.479593658,8.289162598,9.043555884
8.611120583,-2.561174011,2.463876343,8.07705368,8.824346724
8.621153583,-2.399510193,2.230361938,8.050409088,8.691446947
8.631186583,-2.157313843,1.88622757,8.19875061,8.685123432
8.641219583,-1.940564575,1.578766937,8.542585602,8.901351845
8.651252583,-1.625170441,1.223256226,8.940009155,9.168494885
8.661284583,-1.319955139,0.851279755,9.074279938,9.209208173
8.671317583,-1.012344818,0.662821655,9.01320694,9.094068062
8.681350583,-0.81550415,0.794098663,8.707542572,8.781624983
8.691383583,-0.712667999,1.135089569,8.218958588,8.327520896
8.701416583,-0.655636597,1.512754211,7.671996002,7.847152815
8.711448583,-0.615070953,1.852397919,7.356452179,7.610984101
8.721481583,-0.503403168,2.126627655,7.022496643,7.354686875
8.731514583,-0.395327911,2.631078644,6.734495544,7.241014378
8.741547583,0.061821442,2.276316376,7.182962952,7.535276697
8.751580583,0.666414185,1.798360291,6.979985046,7.238673832
8.761613583,0.67045578,1.941911774,6.714137878,7.021408672
8.771645583,0.795146484,2.224673767,6.269562378,6.699913709
8.781678583,0.944685516,2.722538452,5.936205597,6.59872588
8.791711583,0.809815979,2.936293945,5.801635437,6.552602368
8.801744583,0.703686676,2.986888733,5.833968201,6.591802804
8.811777583,0.588276672,3.149600372,6.025869141,6.824745479
8.821810583,0.321381683,3.229534149,6.215824127,7.012107143
8.831842583,0.095651093,3.185226288,6.486311646,7.226828793
8.841875583,-0.132624207,3.132984924,6.664291534,7.365186038
8.851908583,-0.537981262,3.188669128,6.608757019,7.35749305
8.861941583,-0.993034973,3.215912476,6.487209778,7.30835838
8.871974583,-1.810934143,2.946173401,6.517895966,7.378508521
8.882006583,-1.48955246,3.285218353,6.967560883,7.845911726
8.892039583,-1.081501007,3.236120453,7.448959808,8.193236372
8.902072583,-1.630110168,2.851570129,7.112309875,7.834134485
8.912105583,-1.825004883,2.83630188,6.895560608,7.676197449
8.922138583,-1.744023285,2.917582855,6.813082123,7.613934262
8.932170583,-1.815275116,2.991229706,6.371350708,7.268891851
8.942203583,-1.27774292,3.167263641,5.416186981,6.403067027
8.952236583,-0.699495392,3.048560486,3.503015442,4.696182708
8.962269583,-0.504151611,2.791994019,1.473386078,3.196915073
8.972302583,-0.070952454,2.550097046,0.357606354,2.5760263
8.982335583,0.298479309,2.34951416,0.122445374,2.371560574
8.992367583,-0.022453308,1.691632233,-0.341140595,1.725833325
9.002400583,-0.689765625,2.1459375,-0.005987549,2.254076357
9.012433583,-1.271006927,2.889141998,0.182171173,3.161611366
9.022466583,-2.198328552,3.171604614,0.23875351,3.866358428
9.032499583,-3.055446167,3.135679321,0.701291657,4.433965051
9.042531583,-3.980223083,2.963686981,1.296004944,5.128863922
9.052564583,-4.862488403,2.641556854,2.605332184,6.116320125
9.062597583,-5.142256622,2.084265747,4.728816376,7.290313518
9.072630583,-5.669310608,0.972826996,6.875202942,8.964144724
9.082663583,-6.294859772,0.069455566,8.678952026,10.72167393
9.092696583,-7.11874649,-0.789009247,9.743238831,12.09255102
9.102728583,-8.488398285,-1.400337982,10.69001999,13.72189416
9.112761583,-10.46144531,-1.835632782,12.53882538,16.43269691
9.122794583,-12.48748215,-1.774559784,13.54353607,18.50712409
9.132827542,-14.51561462,-1.123413849,13.82525024,20.07741694
9.142860542,-16.47563873,-0.69036438,15.31779648,22.50684704
9.152892542,-17.92582306,-1.255888367,17.12558716,24.82333828
9.162925542,-19.36148758,-2.104024658,19.95470398,27.88340603
9.172958542,-20.14510803,-3.381168823,23.42463821,31.08007972
9.182991542,-19.74678635,-4.520898743,26.88678864,33.66412779
9.193024542,-18.37982895,-5.236859894,28.23907654,34.09821487
9.203056542,-15.68483322,-5.305267639,26.66674622,31.38909383
9.213089542,-13.09806244,-4.722828827,23.96830765,27.71902097
9.223122542,-11.08115662,-3.936663666,21.77776291,24.74995576
9.233155542,-9.014404449,-3.650758209,19.90785141,22.15649049
9.243188542,-6.92924057,-3.497177582,17.89034683,19.50151624
9.253221542,-5.353467407,-3.081791382,15.59457092,16.77342224
9.263253542,-4.209546204,-2.253713379,13.6147879,14.42781872
9.273286542,-3.306474152,-1.500180359,11.68589905,12.23697467
9.283319542,-3.110381927,-0.496517487,10.12524445,10.60384744
9.293352542,-3.222947845,0.749341736,9.35599411,9.923886922
9.303385542,-3.630699921,1.566342773,9.201365662,10.01501581
9.313417542,-4.735252991,2.524500275,9.514065399,10.92305648
9.323450542,-5.538183289,3.249592438,9.999954987,11.88404076
9.333483542,-6.11957428,3.472928009,10.85123474,12.93289271
9.343516542,-6.574777679,3.563938751,12.33674561,14.42652602
9.353549542,-6.812034302,2.549049225,14.06370438,15.83316911
9.363581542,-6.760990448,2.295177155,15.55400528,17.11449416
9.373614542,-6.745722198,3.687282257,16.97320404,18.63304789
9.383647542,-6.824608154,4.30594574,16.51096527,18.37738881
9.393680542,-6.494993591,4.414170685,15.46718582,17.34657551
9.403713542,-6.061794434,4.308640137,14.67772751,16.45434339
9.413746542,-5.515879669,4.056414642,13.82839371,15.4306157
9.423778542,-4.767585754,4.126468964,12.78057266,14.2513388
9.433811542,-4.513863373,3.81212265,11.6665892,13.07732944
9.443844542,-3.957320709,3.260819092,10.68253555,11.8494681
9.453877542,-3.005001068,2.287393341,9.915081482,10.60995007
9.463910542,-2.240241394,0.757724304,8.732540588,9.047104109
9.473942542,-2.114951935,0.56986496,7.398365021,7.715800201
9.483975542,-1.805245972,0.904718628,6.721322937,7.018091681
