Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.036484917,-0.167589094,0.558872487,-0.098078272,0.591645086
0.046517917,-0.114913283,0.5265406,-0.219186387,0.581801288
0.056550917,-0.178437434,0.49122254,-0.196182271,0.5582356
0.066583917,-0.139610752,0.418417689,-0.292296463,0.529151913
0.076616917,-0.05695802,0.367185262,-0.212989508,0.42829168
0.086650917,0.011511706,0.183055565,-0.053998452,0.191200659
0.096683917,0.044232432,0.009354083,0.0162652,0.048047515
0.106716917,0.106630409,-0.09081106,0.037554327,0.145006966
0.116749917,0.172650737,-0.149912669,0.055922771,0.235392102
0.126782917,0.18981056,-0.09690649,0.04314602,0.217440786
0.136816917,0.191260378,0.001226746,-0.002234806,0.191277367
0.146849917,0.231184289,0.076130455,-0.069039245,0.252998891
0.156882917,0.281931689,0.06598232,-0.147945081,0.325156717
0.166915917,0.339508052,0.020698559,-0.209948956,0.399715789
0.176948917,0.477345344,-0.075871716,-0.220992007,0.531462662
0.186981917,0.666991597,-0.189487794,-0.281690784,0.748420411
0.197015917,0.823006713,-0.283595514,-0.181040322,0.889124324
0.207048917,0.940102176,-0.427545777,-0.061470609,1.034585003
0.217081917,1.096324283,-0.642909255,-0.126051936,1.277164177
0.227114917,1.297170002,-0.646024359,-0.47332509,1.524478313
0.237147917,1.431065978,-0.399484112,-0.869589141,1.72154659
0.247180917,1.466879004,-0.105459797,-1.222299621,1.912294994
0.257213917,1.549268319,0.087504752,-1.693627303,2.297011721
0.267247917,1.618274235,0.157558488,-1.905343872,2.504789701
0.277280917,1.722279536,0.081283899,-1.936791952,2.593070947
0.287313917,1.905551448,-0.021680014,-1.85867432,2.66200424
0.297346917,2.088751731,-0.087799451,-1.56616151,2.612174269
0.307379917,2.254768217,-0.327101137,-1.131621585,2.543922616
0.317413917,2.44520706,-0.867087117,-0.580884622,2.658628327
0.327446917,2.183172277,-1.875529796,-0.684214863,2.958378472
0.337479917,2.803452222,-1.484179453,0.157142751,3.17597652
0.347512917,3.294437073,-1.258519029,0.191058941,3.53181105
0.357545917,3.053806608,-1.411626032,0.336990241,3.381121896
0.367578917,2.443808114,-1.861799657,-0.194729823,3.078378756
0.377612917,2.608966228,-1.274125248,1.031704949,3.081317093
0.387645917,2.667694493,-1.465257279,1.29224343,3.306579181
0.397678917,2.756917157,-1.701240962,1.541037194,3.587423679
0.407711917,2.929726353,-1.162156915,1.715560793,3.588461235
0.417744917,1.854897019,-2.102295637,0.000430647,2.803620887
0.427777917,-0.113911362,-2.345864913,-4.498740427,5.074911173
0.437811917,0.11923993,-1.159730905,-8.570086226,8.64902144
0.447844917,1.803961338,-0.515223314,-3.110376957,3.632378889
0.457877917,3.449259065,-1.437557849,-1.552916397,4.046666529
0.467910917,4.279739689,-2.43629795,-2.554838553,5.547875227
0.477943917,4.541162269,-3.568578517,-3.044535263,6.52886685
0.487976917,4.972958094,-3.655278107,-2.158138885,6.538266872
0.498010917,4.932818713,-2.880110974,-0.960392892,5.792244313
0.508043917,5.406060188,-2.295106403,-0.556559036,5.89938625
0.518076917,6.628659772,-1.504738263,0.868380522,6.852550791
0.528109917,7.138175034,-2.114914805,2.600360004,7.885954577
0.538142917,7.766425027,-2.764062454,3.952251173,9.142083367
0.548175917,7.81721862,-3.043564917,4.336047206,9.443172122
0.558209917,7.566355526,-3.193314741,3.595224571,8.965078622
0.568242917,7.137333035,-3.415591674,3.022307072,8.470072572
0.578275917,6.968057896,-4.069023286,2.764519122,8.529557275
0.588308917,7.025899723,-4.870865417,2.622362199,8.942336402
0.598341917,7.441453153,-5.648913181,2.711306536,9.72813591
0.608374917,7.677176635,-6.584288176,3.154716686,10.59453299
0.618408917,7.260730335,-7.629871491,4.147133608,11.31953449
0.628441917,6.1011766,-8.181749831,5.461557866,11.57557776
0.638474917,3.434855618,-8.633716797,5.892777157,11.00291423
0.648507917,4.718218297,-10.57727164,5.667714903,12.89431082
0.658540917,4.368503931,-11.28350419,6.77241006,13.86603157
0.668573917,1.936924099,-11.92657512,6.808865696,13.86922929
0.678607917,0.95105138,-13.08279887,7.851324844,15.28749249
0.688640917,-0.133596014,-13.67213155,8.869457821,16.29761673
0.698673917,-1.193628384,-13.72421153,9.657080108,16.82373107
0.708706917,-2.403526645,-13.64346733,9.970604303,17.06851169
0.718739917,-2.904438314,-13.66875536,10.16824019,17.28189063
0.728772917,-4.118378171,-12.85166428,10.75881131,17.25915219
0.738806917,-5.593235993,-11.88991308,10.89233131,17.06743107
0.748839917,-6.167464145,-11.14022636,11.29007061,17.01787154
0.758872917,-6.724350625,-9.834803889,10.61570656,15.95723925
0.768905917,-6.984685623,-8.28470468,9.649275829,14.5096757
0.778938917,-7.26883633,-7.367912722,9.337756644,13.93972089
0.788972917,-7.686623397,-7.043047267,10.08445427,14.50465139
0.799005917,-7.823231896,-7.009931561,10.98981726,15.20257153
0.809039292,-7.431123462,-6.902068559,10.58177399,14.65721963
0.819072292,-7.324670223,-6.901254042,9.222047263,13.65006436
0.829105292,-8.311288462,-7.349647189,7.753933035,13.53581572
0.839138292,-10.06521927,-7.707437146,5.914000211,13.98887504
0.849172292,-12.02320855,-7.159054856,2.997124284,14.31056827
0.859205292,-13.10950661,-6.195610303,0.089298677,14.50009396
0.869238292,-13.50663195,-5.660889448,-2.103259842,14.79521808
0.879271292,-13.92960433,-5.497011289,-3.654386991,15.41445926
0.889304292,-14.61759591,-4.765427255,-4.808422124,16.10913811
0.899337292,-15.26535982,-3.285080651,-5.630936501,16.59910875
0.909371292,-15.72182271,-1.256315944,-5.469437574,16.69337552
0.919404292,-15.70344023,0.581963872,-4.717427754,16.40703635
0.929437292,-15.5517272,2.052471658,-3.364479116,16.0433344
0.939470292,-14.96583853,3.081676776,-1.931682655,15.4014432
0.949503292,-14.03839763,3.752624015,-0.81618769,14.55420755
0.959537292,-13.05988012,4.143201356,-0.146093268,13.70211405
0.969570292,-12.33372961,4.338981046,0.186506299,13.0760249
0.979603292,-11.74741293,4.258572476,0.218070738,12.49738792
0.989636292,-11.24485644,4.0813422,-0.181712167,11.96399472
0.999669292,-10.63709801,3.792193877,-0.760319883,11.31842192
1.009702292,-10.15720416,3.358552378,-1.019929826,10.74657747
1.019736292,-9.628838056,2.950191023,-1.158915803,10.13712164
1.029769292,-9.370864164,2.885813178,-1.245110194,9.883891555
1.039802292,-9.378543313,3.115540341,-1.033340415,9.936370499
1.049835292,-9.165439199,3.295803568,-0.544175218,9.75518957
1.059868292,-8.750164681,3.510859482,-0.027594765,9.428270134
1.069902292,-8.182312918,4.107942938,0.230043497,9.158512973
1.079935292,-7.794647198,4.839540421,0.83148693,9.212439793
1.089968292,-7.742819817,5.363690094,2.135824156,9.658269771
1.100001292,-8.400452068,5.729499507,3.910579821,10.89437442
